site,data.source,day,month,year,section,distance.m,ch.spawn,ch.hold,ch.live.total,ch.live.est,reliability,pi.spawn,pi.hold,pi.live.total,pi.live.est,reliability,co.live.total,co.live.est,reliability,so.live.total,so.live.est,reliability,ch.bear,ch.wolf,ch.senes,ch.unknown,ch.dead.total,ch.dead.est,pi.bear,pi.wolf,pi.senes,pi.unknown,pi.dead.total,pi.dead.est,co.dead total,co.dead.est,Pink.active.spawning,Chum.active.spawning,Coho.active.spawning,Fish.countability,Sky.brightness,Windy,Precipitation.type,Precipitation.intensity,Bankfull,Water.colour,Stream.visibility,Rational.estimated.live,Rational.estimated.dead,NOTES
Mosquito Left,SFU,23,9,2018,4,200,5,0,5,,,0,0,0,,,0,,,0,,,2,0,0,0,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Mosquito Left,SFU,23,9,2018,5,250,0,0,0,,,0,0,0,,,0,,,0,,,1,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Mosquito Left,SFU,23,9,2018,total,250,15,16,31,,,0,1,1,,,0,,,0,,,8,3,0,4,15,,0,0,0,0,0,,0,,,,,Good,Bright,,None,,Below Normal,DTDT,M,"Not many live fish, low water level.",,"ESTUARY COUNT INCLUDED WITH MOSQUITO RIGHT. Counted this stream from upstream to downstream, began where we thought 341m was but turns out we were further downstream so the top reach was not counted. "
Hooknose,SFU,24,9,2018,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,2,0,0,0,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,1,200,58,0,58,,,149,0,149,,,1,,,0,,,3,0,0,6,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,2,400,144,0,144,,,35,0,35,,,6,,,0,,,1,0,8,5,14,,1,0,0,0,1,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,3,600,66,0,66,,,13,0,13,,,0,,,0,,,1,0,1,8,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,4,800,120,0,120,,,20,0,20,,,1,,,0,,,14,0,21,15,50,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,5,1000,41,0,41,,,1,0,1,,,0,,,0,,,3,1,3,5,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,6,1200,72,0,72,,,15,0,15,,,0,,,0,,,6,9,2,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,7,1400,17,0,17,,,0,0,0,,,0,,,0,,,0,0,3,4,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,8,1600,30,0,30,,,1,0,1,,,0,,,0,,,6,0,6,6,18,,1,0,0,0,1,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,9,1800,29,0,29,,,0,0,0,,,0,,,0,,,1,0,0,4,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Hooknose,SFU,24,9,2018,total,1800,577,0,577,,,234,0,234,,,8,,,0,,,37,10,44,53,144,,2,0,0,0,2,,0,,Before,Start,,Good,Medium,,Rain,Light,Normal,DTDT,M,Most chum very old.,"Most unknown dead were just heads or body parts, pretty old.","Some very fresh bear kills, wolf tracks."
Goatbushu,SFU,25,9,2018,estuary,0,0,47,47,,,0,99,99,,,0,,,0,,,1,0,0,1,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Goatbushu,SFU,25,9,2018,1,66,0,0,0,,,1,0,1,,,0,,,0,,,1,0,0,1,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Goatbushu,SFU,25,9,2018,2,100 R,0,0,0,,,8,0,8,,,0,,,0,,,0,0,1,5,6,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Goatbushu,SFU,25,9,2018,3,100 L,1,0,1,,,4,0,4,,,0,,,0,,,1,0,0,0,1,,0,0,1,0,1,,0,,,,,,,,,,,,,,,
Goatbushu,SFU,25,9,2018,4,150 R,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Goatbushu,SFU,25,9,2018,5,150 L,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Goatbushu,SFU,25,9,2018,6,200 R,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Goatbushu,SFU,25,9,2018,total,250,1,47,48,,,13,99,112,,,0,,,0,,,3,0,1,8,12,,0,0,1,0,1,,0,,Before,Start/Peak,,Fair,Full,,None,,Normal,DTDT,M,Most live pink in estuary.,Most predated dead are almost completely eaten,"Stopped on right sie after 2 reaches with no fish. Crossed over to left fork and walked downstream but were unsure of that reach we started on (turned out to be 150m). Very few fish, both bear and wolf sign. "
Beales Left,SFU,27,9,2018,estuary,0,0,85,85,,,0,334,334,,,150,,,0,,,0,2,0,31,33,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Beales Left,SFU,27,9,2018,1,50,8,0,8,,,0,0,0,,,0,,,0,,,0,0,0,8,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Beales Left,SFU,27,9,2018,2,100,23,0,23,,,0,0,0,,,0,,,0,,,0,3,2,23,28,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Beales Left,SFU,27,9,2018,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Beales Left,SFU,27,9,2018,4,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,1,1,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Beales Left,SFU,27,9,2018,5,235,2,0,2,,,0,0,0,,,0,,,0,,,0,0,2,2,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Beales Left,SFU,27,9,2018,total,235,33,85,118,,M,0,334,334,,M,150,,M,0,,,0,5,5,66,76,,0,0,0,1,1,,0,,Start,Start,,Fair,Bright,No,None,,Normal,"Clear, DTDT",M,"Most live holding in estuary, many in large groups, those at start of estuary hard to count because of deep water.","Most old carcasses, very few fresh kills. Many unknown chum only have jaws and spines remaining. ","Estuary shared with Beales Right, estuary count included here. "
Beales Right,SFU,27,9,2018,1,50,63,0,63,,,0,0,0,,,4,,,0,,,0,0,16,6,22,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Beales Right,SFU,27,9,2018,2,100,14,0,14,,,0,0,0,,,0,,,0,,,0,0,7,3,10,,0,0,0,0,0,,1,,,,,,,,,,,,,,,
Beales Right,SFU,27,9,2018,3,150,10,0,10,,,0,0,0,,,0,,,0,,,0,0,3,3,6,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Beales Right,SFU,27,9,2018,4,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Beales Right,SFU,27,9,2018,total,200,87,0,87,,M,0,0,0,,M,4,,M,0,,,0,0,26,12,38,,0,0,0,1,1,,1,,Start,Start,,Fair,Bright,No,None,,Normal,"Clear, DTDT",M,Most live in Estuary (shared with Beales Left).,"Carcasses old and decomposing, no fresh kills.","Estuary shared with Beales Left, estuary count included with Beales Left"
Fannie Left,SFU,28,9,2018,estuary,0,0,4,4,,,0,1,1,,,0,,,0,,,0,0,1,2,3,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,1,200,177,0,177,,,5,0,5,,,0,,,0,,,3,0,3,9,15,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,2,400,135,0,135,,,4,0,4,,,0,,,0,,,4,0,8,17,29,,0,0,1,0,1,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,3,600,318,0,318,,,3,0,3,,,3,,,0,,,6,0,59,22,87,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,4,800,208,0,208,,,4,0,4,,,12,,,0,,,10,0,67,9,86,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,5,1000,253,0,253,,,0,0,0,,,8,,,0,,,12,0,125,39,176,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,6,1200,354,0,354,,,0,0,0,,,33,,,0,,,13,0,230,27,270,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,7,1375,360,0,360,,,0,0,0,,,1,,,0,,,6,0,148,26,180,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fannie Left,SFU,28,9,2018,total,1375,1805,4,1809,,,16,1,17,,,57,,,0,,,54,0,641,151,846,,0,0,1,1,2,,0,,Start,Peak,,Good,Bright,No,None,,Below Normal,"Clear, DTDT",M,"Coho fresh, chum older but seen spawning.","Old and decomposing, most unknown dead were just head/spines.",Estuary counted at low low tide.
Kill,SFU,1,10,2018,estuary,0,0,352,352,,,0,8,8,,,0,,,0,,,4,0,16,10,30,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kill,SFU,1,10,2018,1,50,7,0,7,,,0,0,0,,,0,,,0,,,0,0,5,8,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kill,SFU,1,10,2018,2,100,5,0,5,,,0,0,0,,,0,,,0,,,0,0,12,5,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kill,SFU,1,10,2018,3,150,12,0,12,,,0,0,0,,,0,,,0,,,0,1,37,8,46,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kill,SFU,1,10,2018,4,200,4,0,4,,,0,0,0,,,0,,,0,,,1,0,13,3,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kill,SFU,1,10,2018,5,250,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kill,SFU,1,10,2018,6,300,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kill,SFU,1,10,2018,total,300,28,352,380,,,0,8,8,,,0,,,0,,,5,1,83,34,123,,0,0,0,0,0,,0,,Start/Peak,Start,,Excellent,Full,,None,,Below Normal,DTDT,M,Low enough water to count every fish in estuary.,All senescent dead in estuary are pre-spawn (strandings) and very fresh looking.,
Bullock Main,SFU,1,10,2018,estuary,0,0,118,118,,,0,0,0,,,0,,,0,,,6,0,5,44,55,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,1,50,24,0,24,,,7,0,7,,,0,,,0,,,7,0,45,40,92,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,2,100,36,0,36,,,8,0,8,,,0,,,0,,,9,0,112,36,157,,2,0,1,2,5,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,3,150,94,0,94,,,15,0,15,,,0,,,0,,,13,0,392,61,466,,0,0,3,8,11,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,4,200,30,0,30,,,5,0,5,,,0,,,0,,,5,0,111,13,129,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,5,250,11,0,11,,,0,0,0,,,0,,,0,,,9,0,69,34,112,,0,0,3,0,3,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,6,300,28,0,28,,,0,0,0,,,0,,,0,,,32,1,182,48,263,,6,0,2,5,13,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,7,350 L,3,0,3,,,0,0,0,,,0,,,0,,,3,0,74,22,99,,1,0,2,0,3,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,8,350 R,9,0,9,,,0,0,0,,,0,,,0,,,7,0,61,5,73,,0,0,1,0,1,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,9,400 L,5,0,5,,,2,0,2,,,0,,,0,,,7,0,99,16,122,,0,0,1,0,1,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,10,400 R,22,0,22,,,4,0,4,,,0,,,0,,,38,0,209,42,289,,1,0,0,0,1,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,11,450 L,7,0,7,,,0,0,0,,,0,,,0,,,14,2,118,12,146,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,12,450 R,17,0,17,,,0,0,0,,,0,,,0,,,14,0,124,8,146,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,13,500 L,0,0,0,,,0,0,0,,,0,,,0,,,5,1,30,8,44,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,14,500 R,4,0,4,,,0,0,0,,,0,,,0,,,8,0,20,6,34,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,15,540 R,41,0,41,,,0,0,0,,,0,,,0,,,20,0,55,10,85,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Bullock Main,SFU,1,10,2018,total,740,331,118,449,,,41,0,41,,,0,,,0,,,197,4,1706,405,2312,,10,0,13,18,41,,0,,Peak,End,,Good,Full,,None,,Below Normal,DTDT,M,,"Lots of very old senescent dead and old decomposing, probably contributing to high unknown numbers.",
Farm Bay,SFU,1,10,2018,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Farm Bay,SFU,1,10,2018,1,50,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Farm Bay,SFU,1,10,2018,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Farm Bay,SFU,1,10,2018,total,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Full,No,None,,Below Normal,Clear,H,"No fish observed, no indication of fish.",,
Troupe North,SFU,3,10,2018,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe North,SFU,3,10,2018,1,50,1,0,1,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe North,SFU,3,10,2018,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe North,SFU,3,10,2018,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe North,SFU,3,10,2018,total,150,1,0,1,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,End,,Good,Full,,None,,Below Normal,DTDT,M,,,A few coho jumping in bay. No fish for 2 reaches so stopped at 200m
Troupe South,SFU,3,10,2018,estuary,0,0,1,1,,,0,0,0,,,0,,,0,,,0,0,0,3,3,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe South,SFU,3,10,2018,1,50,1,0,1,,,0,0,0,,,20,,,0,,,2,0,0,2,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe South,SFU,3,10,2018,2,100,0,0,0,,,0,0,0,,,0,,,0,,,3,0,0,1,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe South,SFU,3,10,2018,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Troupe South,SFU,3,10,2018,total,150,1,1,2,,,0,0,0,,,20,,,0,,,5,0,0,6,11,,0,0,0,0,0,,0,,,Peak,Before/Start,Good,Full,,None,,Below Normal,DTDT,M,Easy to count because very little water,Very few dead,Stopped counting after 2 reaches with no live fish.
Sagar,SFU,3,10,2018,estuary,0,0,41,41,,,0,183,183,,,0,,,0,,,17,1,105,4,127,,2,0,2,0,4,,0,,,,,,,,,,,,,,,
Sagar,SFU,3,10,2018,1,80,52,0,52,,,10,0,10,,,0,,,0,,,10,0,49,1,60,,0,0,1,0,1,,0,,,,,,,,,,,,,,,
Sagar,SFU,3,10,2018,2,130,35,0,35,,,5,0,5,,,0,,,0,,,3,0,31,5,39,,1,0,0,0,1,,0,,,,,,,,,,,,,,,
Sagar,SFU,3,10,2018,3,180,43,0,43,,,2,0,2,,,0,,,0,,,3,0,4,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Sagar,SFU,3,10,2018,total,180,130,41,171,,,17,183,200,,,0,,,0,,,33,1,189,10,233,,3,0,3,0,6,,0,,,Before,Peak,Poor,Full,,None,,Below Normal,DTDT,M,"Lots of tannins, difficult to see bottom in rapids.","Mostly senescent dead in estuary washed down stream, not super old yet. ","Error in estimating reach distance, hence they are labelled 80, 130, 180 m instead of starting at 50m (first reach was too big)."
Fancy Right,SFU,4,10,2018,estuary,0,0,6,6,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,1,50,1,0,1,,,0,0,0,,,0,,,0,,,3,0,0,2,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,2,100,3,0,3,,,0,0,0,,,0,,,0,,,14,0,18,3,35,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,3,150,0,0,0,,,0,0,0,,,0,,,0,,,6,0,16,1,23,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,4,200,1,0,1,,,1,0,1,,,0,,,0,,,1,0,6,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,5,250,0,0,0,,,0,0,0,,,0,,,0,,,0,0,2,1,3,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,6,300,0,0,0,,,0,0,0,,,0,,,0,,,1,0,2,1,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,7,350,1,0,1,,,0,0,0,,,0,,,0,,,4,0,13,3,20,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Right,SFU,4,10,2018,total,350,6,6,12,,,1,0,1,,,0,,,0,,,29,0,57,12,98,,0,0,0,0,0,,0,,,End,,Excellent,Bright,No,None,,Below Normal,"Clear, DTDT",H,"Few live, most hiding under cut bank of stream edges.","Dead throughout reaches of stream, no estuary. Predated fish not fresh, old and decomposed. ",Low water. Counted to 350m at log jam.
Ada,SFU,4,10,2018,estuary,0,0,1,1,,,0,0,0,,,0,,,0,,,2,0,1,1,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,1,50,5,0,5,,,0,0,0,,,0,,,0,,,5,0,6,1,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,2,100,11,0,11,,,1,0,1,,,0,,,0,,,31,0,26,6,63,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,3,150,36,0,36,,,0,0,0,,,0,,,0,,,35,0,54,9,98,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,4,200,37,0,37,,,0,0,0,,,0,,,0,,,13,0,32,6,51,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,5,250,30,0,30,,,0,0,0,,,0,,,0,,,27,0,51,4,82,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,6,300,51,0,51,,,0,0,0,,,0,,,0,,,44,0,89,0,133,,1,0,0,0,1,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,7,325,44,0,44,,,0,0,0,,,0,,,0,,,44,0,30,1,75,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Ada,SFU,4,10,2018,total,325,214,1,215,,,1,0,1,,,0,,,0,,,201,0,289,28,518,,1,0,0,0,1,,0,,,End,,Good,Bright,No,None,,Very low,"Clear, DTDT",H,,"Most dead very old, especially downstream.","Water level in stream very low, lots of corvids, scavengers, birds of prey."
Fancy Head,SFU,4,10,2018,estuary,0,0,0,0,,,0,1,1,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Head,SFU,4,10,2018,1,50,0,0,0,,,0,0,0,,,0,,,0,,,1,0,1,0,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Head,SFU,4,10,2018,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Head,SFU,4,10,2018,3,150,0,0,0,,,1,0,1,,,0,,,0,,,0,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Head,SFU,4,10,2018,4,160,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Fancy Head,SFU,4,10,2018,total,160,0,0,0,,H,1,1,2,,H,0,,,0,,,1,0,3,1,5,,0,0,0,0,0,,0,,Peak,End,,Good,Full,No,None,,Very low,DTDT,H,"Few fish, could see every individual, no estimation. ","Very old carcasses, not many new. ",Very low bankful.
Jane,SFU,4,10,2018,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Jane,SFU,4,10,2018,1,50,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Jane,SFU,4,10,2018,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Jane,SFU,4,10,2018,total,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Full,No,None,,Very low,DTDT,H,No fish seen.,No fish seen.,
Clatse,SFU,5,10,2018,estuary,0,0,94,94,,,0,514,514,,,2,,,1,,,63,2,29,20,114,,10,0,8,5,23,,0,,,,,,,,,,,,,,,
Clatse,SFU,5,10,2018,1,200,207,0,207,,,244,0,244,,,0,,,0,,,177,4,253,38,472,,13,0,8,3,24,,0,,,,,,,,,,,,,,,
Clatse,SFU,5,10,2018,2,400,278,0,278,,,209,0,209,,,0,,,0,,,99,4,169,9,281,,3,0,4,3,10,,0,,,,,,,,,,,,,,,
Clatse,SFU,5,10,2018,3,600,350,0,350,,,191,0,191,,,0,,,0,,,120,4,477,12,613,,11,0,1,0,12,,0,,,,,,,,,,,,,,,
Clatse,SFU,5,10,2018,4,800,293,0,293,,,204,0,204,,,2,,,0,,,143,6,437,5,591,,0,1,7,1,9,,0,,,,,,,,,,,,,,,
Clatse,SFU,5,10,2018,5,835,56,0,56,,,13,0,13,,,0,,,0,,,26,0,32,3,61,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Clatse,SFU,5,10,2018,total,835,1184,94,1278,,H,861,514,1375,,,4,,,1,,,628,20,1397,87,2132,,37,1,28,12,78,,0,,Start,End,,Good,Bright,No,None,,Very low,"Clear, DTDT",M,"Very low water level, able to count live throughout stream and estuary, estuary counted last at low tide. ","Dead are not fresh, many old senescent fish and decomposed bear kills, low H2O level made it easy to see.","Mother bear with 2 cubs crossed stream on way back down. Many eagles. Counted stream first, then estuary (at low tide). "
Kunsoot,SFU,6,10,2018,estuary,0,0,118,118,,,0,57,57,,,6,,,0,,,4,0,2,5,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,1,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,3,3,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,2,200,11,0,11,,,68,0,68,,,0,,,0,,,28,7,3,15,53,,1,0,3,3,7,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,3,300 L,0,0,0,,,5,0,5,,,0,,,0,,,2,0,2,3,7,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,4,300 R,0,0,0,,,6,0,6,,,0,,,0,,,1,0,0,4,5,,0,0,0,1,1,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,5,400 L,0,0,0,,,4,0,4,,,0,,,0,,,13,0,1,1,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,6,400 R,0,0,0,,,0,0,0,,,0,,,0,,,1,2,0,1,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,7,500 L,0,0,0,,,0,0,0,,,0,,,0,,,16,1,1,1,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,8,500 R,0,0,0,,,0,0,0,,,0,,,0,,,8,3,1,4,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,9,600 L,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,10,700,8,0,8,,,20,0,20,,,0,,,0,,,102,24,103,31,260,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,11,800,0,0,0,,,0,0,0,,,0,,,0,,,164,34,211,29,438,,2,1,1,0,4,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,12,900,1,0,1,,,1,0,1,,,0,,,0,,,179,57,407,18,661,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Kunsoot,SFU,6,10,2018,total,900,20,118,138,,,104,57,161,,,6,,,0,,,518,128,731,115,1492,,3,1,4,5,13,,0,,Start,End,,Good,Medium,No,None,,Very low,"Clear, DTDT",M,,"Dead very old, most likely the same dead fish that we counted last time, because water dried out.","Counted stream first, and estuary second, could not walk last 1/4 of estuary because tide was still too high, but clear water so bottom and fish still visible. "
Rainbow,SFU,7,10,2018,estuary,0,0,1,1,,,0,0,0,,,0,,,0,,,1,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Rainbow,SFU,7,10,2018,1,50,0,0,0,,,0,0,0,,,0,,,0,,,10,0,0,6,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Rainbow,SFU,7,10,2018,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Rainbow,SFU,7,10,2018,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Rainbow,SFU,7,10,2018,4,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Rainbow,SFU,7,10,2018,5,250,1,0,1,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,
Rainbow,SFU,7,10,2018,total,250,1,1,2,,,0,0,0,,,0,,,0,,,11,0,0,7,18,,0,0,0,0,0,,0,,,End,,Excellent,Medium,No,Rain,Medium,Very low,Clear,H,"Could see every fish, water level very low.","Mostly unknown were small parts (eg jaws) - found on banks for bear predated fish, also little left and nothing fresh. ",
